job_title,company,country,city,salary_min,salary_max,currency,remote_type,experience_level,required_skills,posted_date,source,job_description,salary_avg
Data Scientist,Deloitte,UNITED STATES,Nashville,162000.0,162000.0,USD,Onsite,Mid-level,,2026-02-21,Adzuna,"Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced AI Engineer you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/Respons…",162000.0
Data Scientist,Deloitte,UNITED STATES,Cloverdale,178000.0,178000.0,USD,Onsite,Mid-level,,2026-02-21,Adzuna,"Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced AI Engineer you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/Respons…",178000.0
Data Scientist,Deloitte,UNITED STATES,Davenport,232000.0,232000.0,USD,Onsite,Mid-level,,2026-02-21,Adzuna,"Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced AI Engineer you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/Respons…",232000.0
Data Scientist,Deloitte,UNITED STATES,Bonnie,161000.0,161000.0,USD,Onsite,Mid-level,,2026-02-21,Adzuna,"Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced AI Engineer you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/Respons…",161000.0
Data Scientist with Security Clearance,Disruptive Solutions LLC,UNITED STATES,"Washington, D.C.",150000.0,150000.0,USD,Onsite,Mid-level,,2025-10-06,Adzuna,"Data Scientist Location: 3-4 days onsite in NW DC Clearance Requirement: TS/SCI Pay: 150 – 180K About Company Disruptive Solutions, a Service-Disabled Veteran-Owned Small Business (SDVOSB) delivering mission-focused cybersecurity and technology solutions for federal and commercial clients. We specialize in advanced cybersecurity operations, AI/ML integration, cloud modernization, data governance, and risk management. With a proven track record supporting agencies like the Department of Defense …",150000.0
Data Scientist with Security Clearance,GeoYeti,UNITED STATES,Reston,166000.0,166000.0,USD,Remote,Mid-level,,2026-02-21,Adzuna,"Data Scientist Hybrid - Reston, VA/Remote (with required travel) Active TS Required SCI eligibility preferred At Bcore, our strength comes from how we deliver impact to the mission. Whether it's architecting critical IT solutions, producing actionable intelligence, or developing cutting edge technology, we succeed because of the expertise, collaboration, and agility of our teams. Our Insight Solutions division delivers intelligence analysis, advanced data science, and strategic decision support…",166000.0
Data Scientist (REMOTE),Sedgwick,UNITED STATES,Des Moines,68000.0,68000.0,USD,Remote,Mid-level,,2025-11-20,Adzuna,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",68000.0
Data Scientist (REMOTE),Sedgwick,UNITED STATES,Iowa,76000.0,76000.0,USD,Remote,Mid-level,,2025-11-20,Adzuna,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",76000.0
Data Scientist (REMOTE),Sedgwick,UNITED STATES,East Dubuque,70000.0,70000.0,USD,Remote,Mid-level,,2025-11-20,Adzuna,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",70000.0
Data Scientist (REMOTE),Sedgwick,UNITED STATES,Cedar Rapids,90000.0,90000.0,USD,Remote,Mid-level,,2025-11-20,Adzuna,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",90000.0
Data Scientist (REMOTE),Sedgwick,UNITED STATES,Wichita,79000.0,79000.0,USD,Remote,Mid-level,,2025-11-20,Adzuna,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",79000.0
Data Scientist (REMOTE),Sedgwick,UNITED STATES,Saint Andrews,92000.0,92000.0,USD,Remote,Mid-level,,2025-11-20,Adzuna,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",92000.0
Data Scientist (REMOTE),Sedgwick,UNITED STATES,Uptown,86000.0,86000.0,USD,Remote,Mid-level,,2025-11-20,Adzuna,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",86000.0
Data Scientist (REMOTE),Sedgwick,UNITED STATES,Phoenix,67000.0,67000.0,USD,Remote,Mid-level,,2025-11-20,Adzuna,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",67000.0
